,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,knee_angle_FL,knee_angle_FR,knee_angle_HR,knee_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,UP,6.213904902155336,256.51,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,173.91227431128914,,126.3175570874528,166.53795794722075,108.85852293380397,,87.37514855853576,132.20217913890767,,,,,,,,,,,,
1,UP,6.589072146655558,256.51,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,177.11616155839306,,126.45808472200153,166.9748344250229,108.58858771362341,,87.84904500971342,132.445747340278,,,,,,,,,,,,
2,UP,6.270563377359023,634.365,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,178.67446640273437,,127.23670354765906,166.02883807040925,107.87334926084235,,87.16893390446589,129.965504880629,,,,,,,,,,,,
3,UP,6.667871321963487,141.54999999999998,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,179.5941110908555,,126.65401074012591,171.46646007132532,107.23694118227282,,87.46316749851046,130.34651395626065,,,,,,,,,,,,
4,UP,6.638203959509817,277.235,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,178.31759816798095,,125.15878574092514,171.85185833469603,107.53777785912852,,87.18463466509506,129.9538044150584,,,,,,,,,,,,
5,UP,6.753134413930468,273.66,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,176.68894566139213,,127.37044370110476,169.42579914985387,106.26322189155995,,88.33791165230382,129.99848621917496,,,,,,,,,,,,
6,UP,6.717933203397119,148.005,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,177.6191929813917,,127.29344045652405,172.3473634615044,104.45572717390975,,87.64976371992726,129.64365713397424,,,,,,,,,,,,
7,UP,6.4337098575187985,484.97,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,177.51821154016318,,128.65180427414984,171.5855287375277,103.57704098852575,,86.60820563557186,129.22264692860628,,,,,,,,,,,,
8,UP,6.786316109453726,215.96,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,176.92388255266636,,129.5220716225745,175.94510214720194,103.6365943151755,,86.67112480772792,128.74760255599816,,,,,,,,,,,,
9,UP,6.30672524079253,255.96999999999997,b'stance0000',b'stance0000',b'stance0000',b'stance0000',,,,,,,,,,,,,,,,,,,,,,,,,176.0963177371359,,128.97340375461363,175.43808446515732,104.66827676980684,,86.16316802967293,128.1582851255461,,,,,,,,,,,,
