,direction_of_climbing,body_deflection_angle,speed_PXperS,stepphase_FL,stepphase_FR,stepphase_HR,stepphase_HL,step-length_FR,step-length_FL,step-length_HR,step-length_HL,dynamics_FL,dynamics_FR,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL,limbROM_FL,limbROM_FR,limbROM_HR,limbROM_HL,spineROM_FL,spineROM_FR,spineROM_HR,spineROM_HL,CROM_FL,CROM_FR,CROM_HR,CROM_HL,shoulder_angle_FL,shoulder_angle_FR,shoulder_angle_HR,shoulder_angle_HL,mid_stance_toe_angles_mean_fl_ti-fl_ti1,mid_stance_toe_angles_mean_fl_ti1-fl_tm,mid_stance_toe_angles_mean_fl_tm-fl_to1,mid_stance_toe_angles_mean_fr_ti-fr_ti1,mid_stance_toe_angles_mean_fr_ti1-fr_tm,mid_stance_toe_angles_mean_fr_tm-fr_to1,mid_stance_toe_angles_mean_hr_ti-hr_ti1,mid_stance_toe_angles_mean_hr_ti1-hr_tm,mid_stance_toe_angles_mean_hr_tm-hr_to1,mid_stance_toe_angles_mean_hl_ti-hl_ti1,mid_stance_toe_angles_mean_hl_ti1-hl_tm,mid_stance_toe_angles_mean_hl_tm-hl_to1
0,UP,4.321945730888227,2016.15,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,57.698822836589216,132.92905173430898,71.35433447543305,,,,,,,,,,,,
1,UP,4.575813696002058,2016.15,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,140.44752846816255,60.42512475213174,129.50663794909087,,,,,,,,,,,,,
2,UP,4.348875056313867,2705.1800000000003,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,12.347049237385875,126.51621112867576,,,,,,,,,,,,,
3,UP,4.3477179454465515,1787.525,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,7.25249061785442,129.57743114419168,,,,,,,,,,,,,
4,UP,4.640751621079513,2469.26,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,0.03705728369104122,23.67692216908756,,,,,,,,,,,,,
5,UP,4.426521782476713,2479.865,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,142.46316580363361,20.502325636385052,128.43877643769372,,,,,,,,,,,,
6,UP,5.096426491937336,2356.545,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,106.63509271685128,144.9434652200245,135.2346079023557,,,,,,,,,,,,,
7,UP,4.7988143433399895,2415.96,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,111.70397902826787,151.1133019791459,137.62407427196644,131.6177827966322,,,,,,,,,,,,
8,UP,5.174565207740831,2368.71,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,100.43921540277073,147.48423223847286,136.7739124700608,129.26114077455338,,,,,,,,,,,,
9,UP,5.520854492976371,2609.7250000000004,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,107.51196874368505,150.5702792387239,137.28330337623422,143.1650328060506,,,,,,,,,,,,
10,UP,5.062456815335782,2249.975,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,98.85090508252918,144.38014200981064,142.07205189837438,138.6642036734651,,,,,,,,,,,,
11,UP,5.464397235418366,2597.24,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,104.53345836082748,141.09931708061876,142.76742428134696,148.83798084164678,,,,,,,,,,,,
12,UP,5.598244253220007,2435.2799999999997,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,101.7767350270406,138.3734199303577,140.5639622631379,151.3902404188225,,,,,,,,,,,,
13,UP,5.869069283790781,2191.49,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,96.58759865502199,133.58497716680475,146.13131825744713,156.1810683864415,,,,,,,,,,,,
14,UP,6.564783019819652,2715.3,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,104.05651911981597,145.36336608855777,144.35776562954717,157.05018745462274,,,,,,,,,,,,
15,UP,7.070668245602745,2382.5600000000004,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,94.1368285165184,135.61782841932074,146.75492980708003,160.2134004319576,,,,,,,,,,,,
16,UP,7.876945186314166,2570.065,b'nan',b'nan',b'nan',b'nan',,,,,,,,,,,,,,,,,,,,,,,,,,135.61619286529543,155.5873442210444,165.7886124518911,,,,,,,,,,,,
17,UP,8.276339865161933,2500.085,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,138.7713767994112,,,,,,,,,,,,3.764487673711031,,,,,,,,143.80688481910073,154.08697572012633,169.71740250784038,,,,,,,,,,,,
18,UP,8.21316947695696,2289.84,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,143.35683957550756,,,,,,,,,,,,3.764487673711031,,,,,,,,138.3018256884864,155.63999770977603,176.86517898834467,,,,,,,,,,,,
19,UP,8.854376474117705,2598.255,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,145.73187841907261,,,,,,,,,,,,3.764487673711031,,,,,,,,132.67483316217357,157.78665668982984,177.91982028181965,,,,,,,,,,,,
20,UP,8.956135147188519,1896.695,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,143.8465021839354,,,,,,,,,,,,3.764487673711031,,,,,,,,130.55696045646965,159.71667843796152,176.61622071981122,,,,,,,,,,,,
21,UP,9.013525093650737,2146.835,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,138.3408977063424,,,,,,,,,,,,3.764487673711031,,,,,,,,142.92350443869046,165.5511663579796,178.3620690186545,,,,,,,,,,,,
22,UP,8.947261423808246,2316.555,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,141.51032770589225,,,,,,,,,,,,3.764487673711031,,,,,,,,136.62537871883842,164.00660725941415,174.78042650417524,,,,,,,,,,,,
23,UP,8.8515762147748,2098.815,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,141.2983813231405,,,,,,,,,,,,3.764487673711031,,,,,,,,132.11330429988735,172.80757223163252,172.09423193673567,,,,,,,,,,,,
24,UP,9.239780095221228,2328.1,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,134.27984977924135,,,,,,,,,,,,3.764487673711031,,,,,,,,78.01735239869355,175.27691808918826,170.53651190359324,,,,,,,,,,,,
25,UP,8.857766316448714,2031.175,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,125.44684282498567,,,,,,,,,,,,3.764487673711031,,,,,,,,152.37423674195546,174.86554571977248,164.9183877412714,,,,,,,,,,,,
26,UP,9.426897255279075,1906.35,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,122.8154997927386,,,,,,,,,,,,3.764487673711031,,,,,,,,151.17535442371846,176.90961468346467,164.3398413693299,,,,,,,,,,,,
27,UP,8.732474922950063,2131.485,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,117.82642501624468,,,,,,,,,,,,3.764487673711031,,,,,,,,148.18538582336262,178.5391460232788,162.80464891547547,,,,,,,,,,,,
28,UP,8.928974857733497,1871.05,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,95.90172848155997,,,,,,,,,,,,3.764487673711031,,,,,,,,,176.38822066722466,162.37856036672326,,,,,,,,,,,,
29,UP,8.68721874164377,1792.81,b'nan',b'swing0001',b'nan',b'nan',358.1480576859027,,,,,113.79706636492175,,,,,,,,,,,,3.764487673711031,,,,,,,,,177.94628621789695,158.64535152900655,,,,,,,,,,,,
